subject,startedBy,views,replies,lastPostBy,lastPostDate
[Light Novel] [English] Okoborehime to Entaku no Kishi,Go-Sick,"2,727",0,Go-Sick,"November 28, 2016, 09:41:37 pm"
[Web Novel] [English] Yomigaeri no Maou,EvilMegaDroid,"3,177",0,EvilMegaDroid,"November 09, 2016, 11:22:54 pm"
[Light Novel] [English] Strike Witches: Africa no Majo,Go-Sick,"2,177",0,Go-Sick,"November 07, 2016, 11:54:38 am"
[Novel] The Book of Five Rings,Go-Sick,"2,118",0,Go-Sick,"November 07, 2016, 11:46:13 am"
[Chinese Novel] [English] Chronicles of Primordial Wars,EvilMegaDroid,"2,674",0,EvilMegaDroid,"November 05, 2016, 07:11:37 am"
[Chinese Novel] [English] Child of Light,EvilMegaDroid,"2,974",0,EvilMegaDroid,"November 05, 2016, 07:09:20 am"
[Light Novel] [English] Washio Sumi wa Yuusha de Aru,Go-Sick,"4,328",1,EvilMegaDroid,"November 05, 2016, 03:17:34 am"
[Light Novel] [English] The Akiba Labyrinth: A Little Trip with My Little Big,Go-Sick,"2,955",0,Go-Sick,"November 03, 2016, 09:45:39 pm"
[Light Novel] [English] Owari no Chronicle,Go-Sick,"5,451",4,Go-Sick,"November 03, 2016, 09:29:13 pm"
[Chinese Novel] [English] Beheading Immortal,EvilMegaDroid,"2,067",0,EvilMegaDroid,"November 03, 2016, 02:30:49 pm"
[Light Novel] [English] BlazBlue The Novel,Go-Sick,"3,453",1,Zooasaurus,"October 30, 2016, 08:44:48 pm"
[Chinese Novel] [English] The Nine Cauldrons,EvilMegaDroid,"1,887",0,EvilMegaDroid,"October 30, 2016, 08:21:49 pm"
[Chinese Novel] [English] Long Live Summons!,EvilMegaDroid,"2,252",0,EvilMegaDroid,"October 29, 2016, 07:11:31 am"
[Chinese Novel] [English] Warlock of the Magus World,EvilMegaDroid,"2,561",0,EvilMegaDroid,"October 29, 2016, 06:37:09 am"
[Web Novel] [English] Asuka of the Scarlet Sky,EvilMegaDroid,"6,134",0,EvilMegaDroid,"October 27, 2016, 03:55:18 am"
[Chinese Novel] [English] [Epub] Stunning Edge,EvilMegaDroid,"2,149",0,EvilMegaDroid,"October 25, 2016, 07:09:40 am"
[Light Novel] [English] [Epub] [Complete] BlazBlue – Phase 0,EvilMegaDroid,"1,933",0,EvilMegaDroid,"October 25, 2016, 04:52:36 am"
[Chinese Novel] [English] [Epub] Heavenly Jewel Change,EvilMegaDroid,"2,122",0,EvilMegaDroid,"October 25, 2016, 04:45:29 am"
[Chinese Novel] [English] [Epub]  Awakening,EvilMegaDroid,"5,582",0,EvilMegaDroid,"October 25, 2016, 02:32:37 am"
[Korean Novel] [English] [Epub] Spirit King Elqueeness,EvilMegaDroid,"2,311",0,EvilMegaDroid,"October 23, 2016, 10:58:32 pm"
[Korean Novel] [English] [Epub] Big Life,EvilMegaDroid,"2,187",0,EvilMegaDroid,"October 23, 2016, 10:35:06 pm"
[Chinese Novel] [English] [Epub] I’m Really a Superstar,EvilMegaDroid,"3,709",0,EvilMegaDroid,"October 23, 2016, 09:45:57 pm"
[Chinese Novel] [English] [Epub] Emperor’s Domination,EvilMegaDroid,"2,723",0,EvilMegaDroid,"October 20, 2016, 11:11:54 pm"
[Chinese Novel] [English] [Epub] Coiling Dragon,EvilMegaDroid,"4,803",0,EvilMegaDroid,"October 19, 2016, 11:19:34 pm"
[Chinese Novel] [English] [Epub]  I Shall Seal The Heavens,EvilMegaDroid,"3,924",0,EvilMegaDroid,"October 19, 2016, 11:14:16 pm"
[Chinese Novel] [English] [Epub]  Stellar Transformation,EvilMegaDroid,"6,420",0,EvilMegaDroid,"October 19, 2016, 11:07:38 pm"
"[Web Novel] [English] Sayounara Ryuusei, Konnichiwa Jinsei",Go-Sick,"3,669",0,Go-Sick,"October 18, 2016, 11:06:19 am"
[Manga] [English] Infinite Stratos : BLACK BUNNY/WHITE BITTER,Go-Sick,"3,573",3,Go-Sick,"September 26, 2016, 04:42:56 pm"
[Light Novel] [English] Don’t Tell Me This Is the True History of the Three King,lnwnepubs,"3,074",0,lnwnepubs,"September 22, 2016, 08:16:16 pm"
[Anime] [English] [480p] Brotherhood: Final Fantasy XV,Go-Sick,"2,074",3,Go-Sick,"September 20, 2016, 08:00:19 pm"
[Light Novel] [English] Absolute Duo,Go-Sick,"7,067",2,Go-Sick,"September 20, 2016, 07:55:01 pm"
"[Light Novel] [English] Mobile Suit Gundam: Awakening, Escalation, Confrontation",Go-Sick,"3,060",0,Go-Sick,"September 17, 2016, 09:37:03 pm"
[Light Novel] [English] Welcome to the N.H.K!,Go-Sick,"4,311",3,DankName,"September 17, 2016, 03:15:43 pm"
[Chinese Novel] [English] A Step into the Past,Go-Sick,"2,895",0,Go-Sick,"September 15, 2016, 10:26:00 pm"
[Light Novel] [English] The Student Council President’s Secret Laid Bare,Go-Sick,"3,381",0,Go-Sick,"September 15, 2016, 10:14:48 pm"
[Light Novel] [English] Kanon The Novel,Go-Sick,"4,521",4,Ash Luthergard,"September 12, 2016, 10:21:33 pm"
[Light Novel] [RAW] Fate/ Stay Night - Garden Of Avalon,Go-Sick,"4,521",1,Go-Sick,"April 12, 2016, 03:35:43 am"
[Light Novel] [English] Meg & Seron,Go-Sick,"4,752",5,Go-Sick,"September 10, 2016, 07:26:36 pm"
[Web Novel][English] Surviving a Harsh Fantasy with Cheat Items,lnwnepubs,"4,953",0,lnwnepubs,"September 10, 2016, 08:41:43 am"
[Light Novel] [English] Dawnbringer: The Story of the Machine God,Go-Sick,"6,569",6,saithan,"September 09, 2016, 01:45:24 am"
[Light Novel] [English] Silver Cross and Draculea,Go-Sick,"3,163",0,Go-Sick,"April 08, 2016, 03:06:06 am"
[Light Novel] [English] Shippai Kinshi!,Go-Sick,"2,757",0,Go-Sick,"April 07, 2016, 03:37:11 am"
[Light Novel] [RAW] 姉ちゃんは中二病 (Nee-chan wa Chuunibyou),Go-Sick,"2,603",0,Go-Sick,"April 06, 2016, 06:45:49 am"
[Light Novel][English] Mardock Scramble,Alumine,"5,734",1,Go-Sick,"September 08, 2016, 08:55:43 pm"
[Light Novel][English] Trinity Seven The Novel,Go-Sick,"3,566",0,Go-Sick,"August 14, 2016, 07:36:02 pm"
[Light Novel] [English] Death Note: Another Note: The Los Angeles BB Murder Case,Go-Sick,"2,263",0,Go-Sick,"August 08, 2016, 05:52:49 pm"
[Light Novel] [English] Samayou Shinki no Duelist,Go-Sick,"4,169",2,Go-Sick,"March 25, 2016, 05:47:25 am"
[Anime] [English] [360p] Date A Live Movie: Mayuri Judgement,Go-Sick,"2,376",0,Go-Sick,"March 14, 2016, 03:26:20 am"
[Light Novel] [RAW] 万能鑑定士Qの推理劇 (Bannou Kanteishi Q no Suirigeki),Go-Sick,"2,486",0,Go-Sick,"March 12, 2016, 02:22:53 am"
[Light Novel] [English] The Indecent Relationship between Four Lovers,Go-Sick,"3,226",0,Go-Sick,"August 04, 2016, 12:40:20 pm"
[Light Novel] [English] The Zashiki Warashi of Intellectual Village,Go-Sick,"5,525",2,Go-Sick,"July 29, 2016, 08:24:35 pm"
[Anime] [English] Highschool DxD BorN OVA: Yomigaerarenai Phoenix,Go-Sick,"1,565",0,Go-Sick,"June 13, 2016, 05:51:51 am"
[Anime] [English] Morita-san wa Mukuchi,Go-Sick,"1,624",0,Go-Sick,"June 13, 2016, 05:47:53 am"
[Light Novel] [English] Himitsu ~Kuro no Chikai~,Go-Sick,"3,729",0,Go-Sick,"June 13, 2016, 03:35:20 am"
[Light Novel] [RAW] 我が家のお稲荷さま (Wagaya no Oinari-sama),Go-Sick,"2,661",0,Go-Sick,"March 10, 2016, 03:34:39 am"
[Light Novel] [RAW] MIB - Maid In Black,Go-Sick,"2,660",0,Go-Sick,"March 10, 2016, 03:26:50 am"
[LN] [RAW] Bannou Kanteishi Q no Jikenbo (Case Files of All-Round Appraiser Q),Go-Sick,"2,612",0,Go-Sick,"March 10, 2016, 03:03:03 am"
[Manga] [RAW] Senran Kagura Shinovi Versus Comic Anthology,Go-Sick,"2,564",0,Go-Sick,"July 18, 2016, 06:40:08 pm"
[Manga] [RAW] Senran Kagura Burst Comic Anthology,Go-Sick,"1,734",0,Go-Sick,"July 18, 2016, 06:33:50 pm"
[Light Novel] [English] Sekai Ichi no Imouto-sama,Go-Sick,"4,594",1,The Kerberos,"July 18, 2016, 01:28:23 am"
[Light Novel] [English] Onii-chan Dakedo Ai Sae Areba Kankei Nai yo ne—,Go-Sick,"4,435",0,Go-Sick,"June 13, 2016, 03:12:56 am"
[Light Novel] [English] Gakuen Kino,Go-Sick,"2,550",0,Go-Sick,"June 12, 2016, 02:13:46 am"
[Light Novel] [English] Kaze no Stigma,Go-Sick,"4,295",0,Go-Sick,"March 09, 2016, 05:48:52 am"
[Light Novel] [English] The Circumstances Leading to Waltraute's Marriage,Go-Sick,"3,475",1,Go-Sick,"March 07, 2016, 04:40:45 am"
[Light Novel] [English] Persona x Detective Naoto,Go-Sick,"2,185",0,Go-Sick,"March 07, 2016, 04:37:01 am"
[Light Novel] [English] Ultimate Antihero,Go-Sick,"7,026",2,Go-Sick,"July 10, 2016, 05:27:34 pm"
[Light Novel] [English] Final Fantasy VII - On the Way to a Smile,Go-Sick,"3,131",0,Go-Sick,"July 01, 2016, 07:57:27 pm"
[Light Novel] [English] ½ Prince,Go-Sick,"2,573",2,Go-Sick,"June 11, 2016, 01:44:08 am"
[Light Novel] [English] Psychic Detective Yakumo,Go-Sick,"3,556",0,Go-Sick,"June 10, 2016, 01:34:24 am"
[Light Novel] [English] Gekka no Utahime to Magi no Ou,Go-Sick,"3,399",0,Go-Sick,"March 06, 2016, 06:00:55 am"
[Light Novel] [English] Castlevania: Ricordanza of the Gods Abyss,Go-Sick,"3,871",0,Go-Sick,"March 06, 2016, 05:19:34 am"
[Anime] [English] [480p] Onigiri,Go-Sick,"2,586",5,Go-Sick,"July 01, 2016, 07:39:31 pm"
[Anime] [English] [360p]  Ragnastrike Angels ,Go-Sick,"1,956",1,Go-Sick,"June 25, 2016, 07:55:26 pm"
[Light Novel] [English] LOVE HINA,Go-Sick,"2,734",0,Go-Sick,"June 08, 2016, 07:29:22 pm"
[Light Novel] [English] Bad∞End∞Night,Go-Sick,"3,639",0,Go-Sick,"June 03, 2016, 07:08:18 am"
[Light Novel] [English] Tsuki Tsuki!,Go-Sick,"3,655",1,Doujin13,"June 01, 2016, 06:06:34 pm"
[Manga] [English] Infinite Stratos Comic Anthology,Go-Sick,"2,007",0,Go-Sick,"February 29, 2016, 05:30:04 am"
[Light Novel] [English] Chihayafuru MIDDLE SCHOOL EDITION,Go-Sick,"2,715",0,Go-Sick,"February 29, 2016, 04:29:09 am"
[Light Novel] [English] Shinanai Otoko ni Koishita Shoujo ,Go-Sick,"3,452",0,Go-Sick,"February 22, 2016, 04:28:39 am"
[Anime] [English] Shoujo-tachi wa Kouya wo Mezasu OVA,Go-Sick,"1,625",0,Go-Sick,"June 15, 2016, 04:49:34 am"
[Anime] [English] Angel Beats! OVA 2 - Hell's Kitchen ,Go-Sick,"1,632",0,Go-Sick,"June 13, 2016, 06:00:41 am"
[Anime] [English] Hidan no Aria OVA,Go-Sick,"1,386",0,Go-Sick,"June 13, 2016, 05:56:47 am"
[Light Novel] [English] Etsusa Bridge,Go-Sick,"3,302",1,TheJaceX,"May 27, 2016, 01:11:00 am"
[Manga] [RAW] Bannou Kanteishi Q no Jikenbo ,Go-Sick,"1,875",0,Go-Sick,"May 23, 2016, 07:09:03 am"
[Light Novel] [RAW] 特等添乗員αの難事件 (Tokutou Tenjouin α no Nanjiken),Go-Sick,"2,385",0,Go-Sick,"May 23, 2016, 06:46:42 am"
[Light Novel][English] Kara no Kyoukai,Alumine,"12,329",2,saithan,"February 12, 2016, 02:01:33 pm"
[LN][Eng] Tsuki no Sango,Alumine,"7,436",3,Alumine,"February 11, 2016, 03:47:26 pm"
[Light Novel] [English] .HACK//ANOTHER BIRTH,Go-Sick,"2,942",0,Go-Sick,"May 23, 2016, 06:37:00 am"
[Light Novel] [English] .hack//AI Buster,Go-Sick,"2,745",0,Go-Sick,"May 23, 2016, 06:26:21 am"
[Anime] [English] [480p] Tales of Zestiria: Doushi no Yoake OVA,Go-Sick,"1,433",0,Go-Sick,"May 23, 2016, 05:11:28 am"
[Light Novel] [English] Unique Legend,Go-Sick,"3,533",0,Go-Sick,"May 09, 2016, 04:30:59 am"
[Light Novel] [English] Tasogare-iro no Uta Tsukai,Go-Sick,"2,560",0,Go-Sick,"May 08, 2016, 05:05:11 am"
"[Anime] [ENG] Akagami no Shirayukihime OVA - Nandemonai Takaramono, Kono Page",Go-Sick,"1,591",0,Go-Sick,"April 22, 2016, 06:47:26 am"
[Light Novel] [English] Boku to Kanojo no Game Sensou,Go-Sick,"4,487",0,Go-Sick,"February 10, 2016, 02:05:27 am"
[Light Novel] [English] Sugar Dark,Go-Sick,"2,371",0,Go-Sick,"November 28, 2015, 04:22:16 am"
[Anime][Ova][English] Kowarekake no Orgel,DarkJP,"2,650",0,DarkJP,"April 03, 2011, 05:43:57 pm"
[Anime][English] Ookami-san to Shichinin no Nakama-tachi,DarkJP,"3,631",0,DarkJP,"March 15, 2011, 10:32:05 pm"
[Anime] [English] [480p] Love Live! The School Idol Movie ,Go-Sick,"1,708",0,Go-Sick,"April 12, 2016, 04:00:20 am"
[Light Novel][English] Black Lagoon - Shaitane Badi,Alumine,"10,597",3,fullillegal,"February 08, 2016, 09:10:57 am"
[Light Novel] [English] Sasami-san@Ganbaranai ,Go-Sick,"3,390",2,saithan,"February 08, 2016, 04:16:41 am"
[Short Story][English] The Distant Valhalla (Steins;Gate),Geckoey Lurker,"10,665",6,TheReDKinG,"September 08, 2015, 09:42:21 pm"
MOVED: [Light Novel][English] A lot of Light Novels,Kureha,"6,754",0,Kureha,"July 13, 2015, 07:08:41 am"
MOVED: Unbreakable Machine-Doll,Kureha,"3,879",0,Kureha,"October 20, 2014, 03:40:30 am"
[Anime][English] Shukufuku no Campanella,DarkJP,"3,897",0,DarkJP,"March 15, 2011, 10:43:05 am"
[Anime][Ova][English] Shin Koihime Musou - Live Revolution,DarkJP,"3,028",0,DarkJP,"March 11, 2011, 02:01:10 am"
[Light Novel] [English] Schwarzesmarken,Go-Sick,"2,804",0,Go-Sick,"January 25, 2016, 05:28:10 am"
looking for [ArtBook]?,Alumine,"6,192",0,Alumine,"January 15, 2016, 11:09:35 pm"
[Light Novel] [English] Kantai Collection - KanColle - Kakuyoku no Kizuna,Go-Sick,"2,626",0,Go-Sick,"January 11, 2016, 03:08:22 am"
[Light Novel][English] The Tale of the Macaroon Loving Girl,Alumine,"5,720",0,Alumine,"July 25, 2014, 04:53:45 pm"
[Doujinshi][English] Kara no Kyoukai: Mirai Fukuin,Alumine,"10,052",4,Alumine,"March 11, 2014, 02:43:27 pm"
[Anime][English] Angel Beats!,DarkJP,"6,775",4,Mana,"August 28, 2013, 01:23:09 am"
[Anime][English] Shin Koihime Musou - Otome Tairan,DarkJP,"2,839",0,DarkJP,"March 11, 2011, 01:44:10 am"
[Anime][English] Shin Koihime Musou,DarkJP,"3,362",0,DarkJP,"March 11, 2011, 01:04:48 am"
[Light Novel] [English] Hanbun no Tsuki ga Noboru Sora,Go-Sick,"3,173",0,Go-Sick,"January 04, 2016, 05:37:24 am"
[Light Novel] [English] PuiPui ( Puri Puri!! ),Go-Sick,"3,029",1,greelune,"January 01, 2016, 02:17:20 pm"
[Light Novel] [English] Isekai Shinki to no Reunion,Go-Sick,"5,269",0,Go-Sick,"December 28, 2015, 07:01:52 am"
[Anime][English] Puella Magi Madoka Magica,DarkJP,"3,935",0,DarkJP,"October 28, 2011, 11:07:56 pm"
[Anime][English] Lucky ☆ Star,DarkJP,"5,365",11,DarkJP,"August 03, 2011, 03:33:39 am"
[Anime][English] Highschool of the Dead,DarkJP,"5,268",3,DarkJP,"July 22, 2011, 10:35:08 pm"
[Anime][English] Koihime Musou,DarkJP,"2,970",0,DarkJP,"March 11, 2011, 12:29:36 am"
[Anime][English] Katanagatari,DarkJP,"3,822",3,,"March 09, 2011, 07:12:16 pm"
[Anime][Ova][English] Fate/Stay Night TV Reproduction,DarkJP,"3,577",1,Green_Tea,"March 07, 2011, 02:50:33 pm"
[Light Novel] [English] Hentai Ouji to Warawanai Neko,Go-Sick,"4,454",0,Go-Sick,"December 24, 2015, 05:33:26 am"
[Light Novel] [English] Famima!,Go-Sick,"2,826",0,Go-Sick,"December 24, 2015, 05:24:55 am"
[Light Novel] [English] Clotaku Club!,Go-Sick,"2,971",0,Go-Sick,"December 24, 2015, 05:14:12 am"
[Anime][English] Aoi Bungaku,DarkJP,"3,434",0,DarkJP,"June 20, 2011, 11:16:54 pm"
[Anime][English] Aoi Hana,DarkJP,"3,443",1,,"June 11, 2011, 10:09:42 pm"
[Anime][Ova][English] Furi Kuri,DarkJP,"2,829",0,DarkJP,"April 28, 2011, 04:34:52 pm"
[Anime][English] Yoku Wakaru Gendai Mahou,DarkJP,"3,672",1,Kureha,"March 05, 2011, 12:45:11 pm"
[Anime][Ova][English] Darker than Black: Gaiden,DarkJP,"2,665",0,DarkJP,"March 04, 2011, 10:15:30 pm"
[Anime][Movie][English] Fate stay night - Unlimited Blade Works,DarkJP,"5,813",7,DarkJP,"February 22, 2011, 09:37:44 pm"
[Light Novel] [English] Rental Magica,Go-Sick,"3,657",0,Go-Sick,"December 11, 2015, 09:20:30 am"
Type-Moon ACE Special Issue- Fate/ Grand Order,Go-Sick,"1,703",0,Go-Sick,"December 05, 2015, 03:49:42 am"
[Anime][English] Sekirei ~Pure Engagement~,DarkJP,"3,484",0,DarkJP,"April 28, 2011, 04:17:11 pm"
[Anime][English] Sekirei,DarkJP,"3,422",0,DarkJP,"April 28, 2011, 04:07:12 pm"
[Anime][English] Asobi ni Iku yo!,DarkJP,"3,154",0,DarkJP,"April 21, 2011, 05:38:12 pm"
[Anime][English] 11Eyes,DarkJP,"2,713",0,DarkJP,"February 22, 2011, 01:41:03 am"
[Anime][English] Heroic Age,DarkJP,"2,766",0,DarkJP,"February 22, 2011, 01:36:29 am"
[Anime][English] Zombie Loan,DarkJP,"2,510",0,DarkJP,"February 22, 2011, 01:25:58 am"
[Light Novel] [English] Sayonara Piano Sonata,Go-Sick,"2,826",0,Go-Sick,"November 30, 2015, 05:31:15 am"
[Light Novel] [English] ELYSION Virtual Region ,Go-Sick,"3,511",0,Go-Sick,"November 30, 2015, 05:21:11 am"
[Light Novel][English] Fate/Zero,Zyibis,"23,033",22,Go-Sick,"November 29, 2015, 04:50:30 am"
[Anime][English] Seitokai Yakuindomo,DarkJP,"3,001",1,,"April 11, 2011, 07:51:31 pm"
[Anime][English] Mitsudomoe,DarkJP,"2,948",1,,"April 11, 2011, 07:48:37 pm"
[Anime][English] Maria†Holic,DarkJP,"2,355",0,DarkJP,"April 03, 2011, 06:00:40 pm"
[Anime][English] Witchblade,DarkJP,"3,250",0,DarkJP,"February 22, 2011, 01:15:02 am"
[Anime][English] Valkyria Chronicles,DarkJP,"2,569",0,DarkJP,"February 22, 2011, 01:08:27 am"
[Light Novel][English] Vamp!,Alumine,"6,471",2,Go-Sick,"November 29, 2015, 04:34:31 am"
[Manga] [English] Infinite Stratos 2 Official Comic Anthology,Go-Sick,"1,694",0,Go-Sick,"November 28, 2015, 06:48:23 am"
[Anime][English] Tales of the Abyss,DarkJP,"2,976",0,DarkJP,"April 03, 2011, 05:58:10 pm"
[Anime][English] Kiss x Sis,DarkJP,"3,270",0,DarkJP,"February 21, 2011, 01:01:59 am"
[Anime][English] To Aru Kagaku no Railgun,DarkJP,"2,674",0,DarkJP,"February 17, 2011, 11:42:44 pm"
[Light Novel] [English] Mobile Suit Gundam Unicorn ,Go-Sick,"2,849",0,Go-Sick,"November 28, 2015, 04:45:45 am"
[Anime][English] Utawarerumono,DarkJP,"2,401",0,DarkJP,"February 17, 2011, 11:10:46 pm"
[Anime][English] Uchuu no Stellvia,DarkJP,"3,381",0,DarkJP,"February 17, 2011, 11:00:54 pm"
[Anime][English] To Aru Majutsu no Index,DarkJP,"2,823",0,DarkJP,"February 17, 2011, 09:56:41 pm"
[Anime][English] Rosario Vampire Capu2,DarkJP,"2,874",0,DarkJP,"February 17, 2011, 09:18:36 pm"
[Anime][English] Rosario+Vampire,DarkJP,"2,567",0,DarkJP,"February 17, 2011, 09:12:04 pm"
[Anime][English] Queen's Blade: Gyokuza o Tsugu Mono,DarkJP,"3,291",0,DarkJP,"February 17, 2011, 08:11:29 pm"
[Anime][English] Queen's Blade: Rurou no Senshi,DarkJP,"2,985",0,DarkJP,"February 17, 2011, 08:02:44 pm"
[Anime][English] Devil May Cry,DarkJP,"4,028",0,DarkJP,"February 17, 2011, 06:36:21 pm"
[Anime][English] Xam'd Lost Memories,DarkJP,"3,117",0,DarkJP,"February 16, 2011, 12:38:25 am"
[Anime][English] Phantom: Requiem for the Phantom,DarkJP,"3,124",0,DarkJP,"February 16, 2011, 12:33:18 am"
[Anime][English] Pandora Hearts,DarkJP,"3,027",0,DarkJP,"February 16, 2011, 12:29:45 am"
[Anime][English] Ouran High School Host Club,DarkJP,"4,072",0,DarkJP,"February 16, 2011, 12:22:11 am"
[Anime][English] Omamori Himari,DarkJP,"2,902",0,DarkJP,"February 16, 2011, 12:16:05 am"
[Anime][English] Night Wizard,DarkJP,"2,659",0,DarkJP,"February 16, 2011, 12:05:02 am"
[Anime][English] Kanokon,DarkJP,"2,640",0,DarkJP,"February 15, 2011, 11:44:42 pm"
[Anime][Ova][English] Minami-ke Betsubara,DarkJP,"2,451",0,DarkJP,"February 14, 2011, 12:16:32 am"
[Anime][English] Minami-ke Okaeri,DarkJP,"2,511",0,DarkJP,"February 14, 2011, 12:15:45 am"
[Anime][English] Minami-ke Okawari,DarkJP,"2,301",0,DarkJP,"February 14, 2011, 12:14:28 am"
[Anime][English] Minami-ke,DarkJP,"2,539",0,DarkJP,"February 14, 2011, 12:13:54 am"
[Anime][English] Nyan Koi!,DarkJP,"2,496",0,DarkJP,"February 13, 2011, 11:51:02 pm"
[Anime][Movie][English] Clannad: The Motion Picture,DarkJP,"3,638",2,DarkJP,"February 13, 2011, 03:40:28 am"
[Anime][English] Myself; Yourself,DarkJP,"2,919",0,DarkJP,"February 12, 2011, 09:36:29 pm"
[Anime][English] Innocent Venus,DarkJP,"4,507",7,Mana,"February 12, 2011, 09:34:04 pm"
[Anime][English] Jigoku Shoujo Mitsuganae ,DarkJP,"2,815",0,DarkJP,"February 12, 2011, 07:36:44 pm"
[Anime][English] Jigoku Shoujo Futakomori,DarkJP,"3,331",0,DarkJP,"February 12, 2011, 07:31:33 pm"
[Anime][English] Jigoku Shoujo,DarkJP,"2,694",0,DarkJP,"February 12, 2011, 07:10:32 pm"
[Anime][English] Genshiken 2,DarkJP,"3,099",0,DarkJP,"February 12, 2011, 06:11:16 pm"
[Anime][English] Genshiken,DarkJP,"2,915",0,DarkJP,"February 11, 2011, 09:06:45 pm"
[Anime][English] True Tears,DarkJP,"2,867",0,DarkJP,"February 10, 2011, 11:44:08 pm"
[Anime][Ova][English] Black★Rock Shooter,DarkJP,"2,647",0,DarkJP,"February 10, 2011, 07:37:31 pm"
[Anime][Movie][English] Suzumiya Haruhi no Shoushitsu,DarkJP,"5,077",5,,"February 10, 2011, 01:59:29 pm"
[Anime][English] K-On!,DarkJP,"2,904",0,DarkJP,"February 09, 2011, 11:12:08 am"
[Anime][English] Suzumiya Haruhi no Yuuutsu (2009),DarkJP,"2,930",0,DarkJP,"February 09, 2011, 08:15:38 am"
[Anime][English] Suzumiya Haruhi no Yuuutsu (2006),DarkJP,"2,935",0,DarkJP,"February 09, 2011, 08:03:50 am"
[Anime][Movie][English] Evangelion: 1.11 You Are [Not] Alone,DarkJP,"3,474",0,DarkJP,"February 09, 2011, 05:12:17 am"
[Anime][English] Ef - a tale of memories,DarkJP,"2,504",0,DarkJP,"February 09, 2011, 05:01:48 am"
[Anime][English] Bakemonogatari,DarkJP,"3,283",0,DarkJP,"February 09, 2011, 04:09:13 am"
[Anime][English] Tayutama - Kiss on my Deity,DarkJP,"2,993",0,DarkJP,"February 09, 2011, 03:32:16 am"
[Anime][English] Ladies Versus Butlers!,DarkJP,"3,056",0,DarkJP,"February 07, 2011, 11:51:00 pm"
[Anime][English] Higashi no Eden,DarkJP,"3,116",0,DarkJP,"February 07, 2011, 10:08:19 pm"
[Anime][English] Darker than Black: Ryuusei no Gemini,DarkJP,"3,208",0,DarkJP,"February 07, 2011, 09:23:22 pm"
